profile_id,resource_id,relevance
P008,R0206,2
P008,R0207,1
P008,R0208,2
P008,R0209,0
P008,R0210,0
P008,R0211,1
P008,R0212,0
P008,R0213,0
P008,R0214,0
P008,R0215,1
P008,R0216,1
P008,R0217,0
P008,R0218,0
P008,R0219,1
P008,R0220,1
P008,R0221,1
P008,R0222,0
P008,R0223,1
P008,R0224,1
P008,R0225,0
P008,R0226,0
P008,R0227,2
P008,R0228,1
P008,R0229,0
P008,R0230,2
P008,R0231,1
P008,R0232,2
P008,R0233,2
P008,R0234,1
P008,R0235,0
P008,R0236,1
P008,R0237,1
P008,R0238,1
P008,R0239,1
P008,R0240,2
P008,R0241,2
P008,R0242,1
P008,R0243,1
P008,R0244,1
P008,R0245,1
P008,R0246,1
P008,R0247,1
P008,R0248,1
P008,R0249,0
P008,R0250,1
P008,R0251,1
P008,R0252,0
P008,R0253,1
P008,R0254,0
P008,R0255,1
P008,R0256,0
P008,R0257,1
P008,R0258,1
P008,R0259,1
P008,R0260,1
P008,R0261,0
P008,R0262,1
P008,R0263,1
P008,R0264,1
P008,R0265,1
P008,R0266,1
P008,R0267,0
P008,R0268,0
P008,R0269,1
P008,R0270,1
P008,R0271,2
P008,R0272,0
P008,R0273,1
P008,R0274,0
P008,R0275,2
P008,R0276,0
P008,R0277,0
P008,R0278,1
P008,R0279,2
P008,R0280,0
P008,R0281,1
P008,R0282,1
P008,R0283,1
P008,R0284,2
P008,R0285,0
P008,R0286,0
P008,R0287,1
P008,R0288,1
P008,R0289,1
P008,R0290,1
P008,R0291,1
P008,R0292,1
P008,R0293,0
P008,R0294,1
P008,R0295,0
P008,R0296,1
P008,R0297,1
P008,R0298,1
P008,R0299,1
P008,R0300,1
P008,R0301,0
P008,R0302,1
P008,R0303,1
P008,R0304,1
P008,R0305,1
P008,R0306,1
P008,R0307,1
P008,R0308,0
P008,R0309,1
P008,R0310,1
P008,R0311,1
P008,R0312,0
P008,R0313,1
P008,R0314,0
P008,R0315,1
P008,R0316,0
P008,R0317,0
P008,R0318,0
P008,R0319,0
P008,R0320,1
P008,R0321,1
P008,R0322,1
P008,R0323,1
P008,R0324,1
P008,R0325,2
P008,R0326,0
P008,R0327,1
P008,R0328,1
P008,R0329,1
P008,R0330,0
P008,R0331,0
P008,R0332,1
P008,R0333,1
P008,R0334,1
P008,R0335,1
P008,R0336,1
P008,R0337,1
P008,R0338,1
P008,R0339,2
P008,R0340,1
P008,R0341,1
P008,R0342,2
P008,R0343,0
P008,R0344,0
P008,R0345,0
P008,R0346,0
P008,R0347,0
P008,R0348,1
P008,R0349,0
P008,R0350,1
P008,R0351,1
P008,R0352,1
P008,R0353,1
P008,R0354,1
P008,R0355,1
P008,R0356,1
P008,R0357,1
P008,R0358,1
P008,R0359,1
P008,R0360,1
P008,R0361,0
P008,R0362,1
P008,R0363,0
P008,R0364,0
P008,R0365,2
P008,R0366,0
P008,R0367,1
P008,R0368,2
P008,R0369,1
P008,R0370,1
P008,R0371,0
P008,R0372,1
P008,R0373,1
P008,R0374,0
P008,R0375,0
P008,R0376,1
P008,R0377,0
P008,R0378,1
P008,R0379,0
P008,R0380,1
P008,R0381,0
P008,R0382,0
P008,R0383,2
P008,R0384,2
P008,R0385,0
P008,R0386,1
P008,R0387,1
P008,R0388,0
P008,R0389,1
P008,R0390,1
P008,R0391,0
P008,R0392,2
P008,R0393,1
P008,R0394,0
P008,R0395,0
P008,R0396,1
P008,R0397,1
P008,R0398,1
P008,R0399,1
P008,R0400,0
P008,R0401,1
P008,R0402,1
P008,R0403,1
P008,R0404,1
P008,R0405,1
P008,R0406,0
P008,R0407,1
P008,R0408,0
P008,R0409,0
P008,R0410,0
P008,R0411,1
P008,R0412,1
P008,R0413,1
P008,R0414,1
P008,R0415,0
P008,R0416,0
P008,R0417,1
P008,R0418,0
P008,R0419,1
P008,R0420,1
P008,R0421,1
P008,R0422,1
P008,R0423,1
P008,R0424,0
P008,R0425,1
P008,R0426,1
P008,R0427,1
P008,R0428,0
P008,R0429,1
P008,R0430,1
P008,R0431,1
P008,R0432,1
P008,R0433,1
P008,R0434,0
P008,R0435,1
P008,R0436,1
P008,R0437,2
P008,R0438,1
P008,R0439,1
P008,R0440,1
P008,R0441,0
P008,R0442,1
P008,R0443,1
P008,R0444,1
P008,R0445,2
P008,R0446,1
P008,R0447,1
P008,R0448,1
P008,R0449,1
P008,R0450,1
P008,R0451,1
P008,R0452,0
P008,R0453,0
P008,R0454,0
P008,R0455,0
P008,R0456,1
P008,R0457,1
P008,R0458,1
P008,R0459,1
P008,R0460,0
P008,R0461,1
P008,R0462,1
P008,R0463,0
P008,R0464,0
P008,R0465,1
P008,R0466,0
P008,R0467,1
P008,R0468,2
P008,R0469,1
P008,R0470,1
P008,R0471,2
P008,R0472,1
P008,R0473,0
P008,R0474,1
P008,R0475,1
P008,R0476,1
P008,R0477,1
P008,R0478,1
P008,R0479,1
P008,R0480,0
P008,R0481,1
P008,R0482,0
P008,R0483,1
P008,R0484,1
P008,R0485,1
P008,R0486,1
P008,R0487,1
P008,R0488,0
P008,R0489,0
P008,R0490,0
P008,R0491,1
P008,R0492,0
P008,R0493,0
P008,R0494,0
P008,R0495,1
P008,R0496,1
P008,R0497,0
P008,R0498,1
P008,R0499,0
P008,R0500,0
P008,R0501,1
P008,R0502,1
P008,R0503,0
P008,R0504,0
P008,R0505,2
P008,R0506,1
P008,R0507,1
P008,R0508,0
P008,R0509,1
P008,R0510,0
P008,R0511,1
P008,R0512,0
P008,R0513,1
P008,R0514,1
P008,R0515,0
P008,R0516,1
P008,R0517,0
P008,R0518,1
P008,R0519,0
P008,R0520,2
P008,R0521,0
P008,R0522,0
P008,R0523,1
P008,R0524,0
P008,R0525,0
P008,R0526,0
P008,R0527,1
P008,R0528,1
P008,R0529,1
P008,R0530,0
P008,R0531,1
P008,R0532,1
P008,R0533,1
P008,R0534,1
P008,R0535,1
P008,R0536,0
P008,R0537,1
P008,R0538,0
P008,R0539,1
P008,R0540,1
P008,R0541,1
P008,R0542,1
P008,R0543,2
P008,R0544,0
P008,R0545,1
P008,R0546,1
P008,R0547,1
P008,R0548,0
P008,R0549,1
P008,R0550,1
P008,R0551,0
P008,R0552,1
P008,R0553,0
P008,R0554,1
P008,R0555,1
P008,R0556,1
P008,R0557,0
P008,R0558,1
P008,R0559,1
P008,R0560,2
P008,R0561,0
P008,R0562,1
P008,R0563,1
P008,R0564,1
P008,R0565,1
P008,R0566,1
P008,R0567,1
P008,R0568,1
P008,R0569,1
P008,R0570,1
P008,R0571,1
P008,R0572,1
P008,R0573,0
P008,R0574,1
P008,R0575,0
P008,R0576,1
P008,R0577,2
P008,R0578,0
P008,R0579,1
P008,R0580,1
P008,R0581,0
P008,R0582,1
P008,R0583,1
P008,R0584,0
P008,R0585,1
P008,R0586,1
P008,R0587,1
P008,R0588,1
P008,R0589,1
P008,R0590,1
P008,R0591,0
P008,R0592,0
P008,R0593,1
P008,R0594,0
P008,R0595,0
P008,R0596,1
P008,R0597,1
P008,R0598,1
P008,R0599,1
P008,R0600,1
P009,R0001,1
P009,R0002,0
P009,R0003,2
P009,R0004,0
P009,R0005,1
P009,R0006,0
P009,R0007,0
P009,R0008,0
P009,R0009,0
P009,R0010,0
P009,R0011,0
P009,R0012,2
P009,R0013,0
P009,R0014,0
P009,R0015,0
P009,R0016,0
P009,R0017,0
P009,R0018,0
P009,R0019,0
P009,R0020,1
P009,R0021,0
P009,R0022,0
P009,R0023,0
P009,R0024,0
P009,R0025,0
P009,R0026,0
P009,R0027,0
P009,R0028,0
P009,R0029,0
P009,R0030,2
P009,R0031,0
P009,R0032,0
P009,R0033,1
P009,R0034,1
P009,R0035,0
P009,R0036,0
P009,R0037,0
P009,R0038,0
P009,R0039,1
P009,R0040,0
P009,R0041,0
P009,R0042,0
P009,R0043,0
P009,R0044,0
P009,R0045,0
P009,R0046,0
P009,R0047,0
P009,R0048,0
P009,R0049,0
P009,R0050,1
P009,R0051,0
P009,R0052,0
P009,R0053,2
P009,R0054,0
P009,R0055,0
P009,R0056,0
P009,R0057,0
P009,R0058,0
P009,R0059,1
P009,R0060,0
P009,R0061,0
P009,R0062,0
P009,R0063,0
P009,R0064,0
P009,R0065,0
P009,R0066,0
P009,R0067,1
P009,R0068,0
P009,R0069,0
P009,R0070,0
P009,R0071,0
P009,R0072,0
P009,R0073,2
P009,R0074,0
P009,R0075,0
P009,R0076,0
P009,R0077,0
P009,R0078,0
P009,R0079,0
P009,R0080,0
P009,R0081,1
P009,R0082,0
P009,R0083,0
P009,R0084,0
P009,R0085,0
P009,R0086,0
P009,R0087,1
P009,R0088,2
P009,R0089,0
P009,R0090,0
P009,R0091,0
P009,R0092,0
P009,R0093,2
P009,R0094,0
P009,R0095,1
P009,R0096,0
P009,R0097,0
P009,R0098,0
P009,R0099,0
P009,R0100,2
P009,R0101,0
P009,R0102,2
P009,R0103,0
P009,R0104,0
P009,R0105,1
P009,R0106,0
P009,R0107,0
P009,R0108,0
P009,R0109,0
P009,R0110,2
P009,R0111,1
P009,R0112,2
P009,R0113,0
P009,R0114,2
P009,R0115,0
P009,R0116,0
P009,R0117,0
P009,R0118,0
P009,R0119,0
P009,R0120,0
P009,R0121,0
P009,R0122,0
P009,R0123,0
P009,R0124,0
P009,R0125,0
P009,R0126,0
P009,R0127,0
P009,R0128,1
P009,R0129,0
P009,R0130,0
P009,R0131,0
P009,R0132,0
P009,R0133,0
P009,R0134,0
P009,R0135,0
P009,R0136,2
P009,R0137,0
P009,R0138,0
P009,R0139,1
P009,R0140,0
P009,R0141,0
P009,R0142,0
P009,R0143,0
P009,R0144,0
P009,R0145,0
P009,R0146,0
P009,R0147,0
P009,R0148,0
P009,R0149,0
P009,R0150,0
P009,R0151,0
P009,R0152,0
P009,R0153,0
P009,R0154,0
P009,R0155,0
P009,R0156,0
P009,R0157,0
P009,R0158,2
P009,R0159,0
P009,R0160,0
P009,R0161,0
P009,R0162,1
P009,R0163,1
P009,R0164,1
P009,R0165,0
P009,R0166,0
P009,R0167,2
P009,R0168,0
P009,R0169,2
P009,R0170,2
P009,R0171,0
P009,R0172,0
P009,R0173,2
P009,R0174,0
P009,R0175,1
P009,R0176,0
P009,R0177,0
P009,R0178,0
P009,R0179,2
P009,R0180,0
P009,R0181,0
P009,R0182,0
P009,R0183,0
P009,R0184,0
P009,R0185,0
P009,R0186,1
P009,R0187,0
P009,R0188,0
P009,R0189,0
P009,R0190,0
P009,R0191,0
P009,R0192,0
P009,R0193,0
P009,R0194,0
P009,R0195,0
P009,R0196,0
P009,R0197,0
P009,R0198,0
P009,R0199,0
P009,R0200,2
P009,R0201,2
P009,R0202,0
P009,R0203,2
P009,R0204,2
P009,R0205,2
P009,R0206,2
P009,R0207,1
P009,R0208,0
P009,R0209,0
P009,R0210,0
P009,R0211,0
P009,R0212,0
P009,R0213,0
P009,R0214,0
P009,R0215,2
P009,R0216,0
P009,R0217,0
P009,R0218,0
P009,R0219,0
P009,R0220,0
P009,R0221,0
P009,R0222,0
P009,R0223,0
P009,R0224,0
P009,R0225,0
P009,R0226,0
P009,R0227,0
P009,R0228,2
P009,R0229,0
P009,R0230,0
P009,R0231,1
P009,R0232,0
P009,R0233,0
P009,R0234,0
P009,R0235,0
P009,R0236,0
P009,R0237,1
P009,R0238,0
P009,R0239,2
P009,R0240,2
P009,R0241,0
P009,R0242,0
P009,R0243,0
P009,R0244,0
P009,R0245,0
P009,R0246,2
P009,R0247,2
P009,R0248,0
P009,R0249,0
P009,R0250,0
P009,R0251,2
P009,R0252,0
P009,R0253,2
P009,R0254,0
P009,R0255,0
P009,R0256,0
P009,R0257,0
P009,R0258,1
P009,R0259,0
P009,R0260,2
P009,R0261,0
P009,R0262,1
P009,R0263,0
P009,R0264,0
P009,R0265,2
P009,R0266,0
P009,R0267,0
P009,R0268,0
P009,R0269,0
P009,R0270,0
P009,R0271,0
P009,R0272,0
P009,R0273,0
P009,R0274,0
P009,R0275,0
P009,R0276,0
P009,R0277,0
P009,R0278,0
P009,R0279,0
P009,R0280,0
P009,R0281,2
P009,R0282,0
P009,R0283,1
P009,R0284,1
P009,R0285,0
P009,R0286,0
P009,R0287,1
P009,R0288,0
P009,R0289,1
P009,R0290,2
P009,R0291,0
P009,R0292,0
P009,R0293,0
P009,R0294,0
P009,R0295,0
P009,R0296,0
P009,R0297,0
P009,R0298,2
P009,R0299,2
P009,R0300,1
P009,R0301,0
P009,R0302,2
P009,R0303,1
P009,R0304,0
P009,R0305,2
P009,R0306,0
P009,R0307,2
P009,R0308,0
P009,R0309,0
P009,R0310,0
P009,R0311,1
P009,R0312,0
P009,R0313,2
P009,R0314,0
P009,R0315,0
P009,R0316,0
P009,R0317,0
P009,R0318,0
P009,R0319,0
P009,R0320,1
P009,R0321,0
P009,R0322,0
P009,R0323,0
P009,R0324,2
P009,R0325,0
P009,R0326,0
P009,R0327,0
P009,R0328,0
P009,R0329,2
P009,R0330,0
P009,R0331,0
P009,R0332,0
P009,R0333,2
P009,R0334,0
P009,R0335,0
P009,R0336,0
P009,R0337,0
P009,R0338,0
P009,R0339,0
P009,R0340,1
P009,R0341,1
P009,R0342,0
P009,R0343,0
P009,R0344,0
P009,R0345,0
P009,R0346,0
P009,R0347,0
P009,R0348,2
P009,R0349,0
P009,R0350,0
P009,R0351,0
P009,R0352,0
P009,R0353,0
P009,R0354,0
P009,R0355,0
P009,R0356,0
P009,R0357,0
P009,R0358,0
P009,R0359,1
P009,R0360,0
P009,R0361,0
P009,R0362,1
P009,R0363,0
P009,R0364,0
P009,R0365,0
P009,R0366,0
P009,R0367,0
P009,R0368,0
P009,R0369,2
P009,R0370,0
P009,R0371,0
P009,R0372,2
P009,R0373,2
P009,R0374,0
P009,R0375,0
P009,R0376,0
P009,R0377,0
P009,R0378,0
P009,R0379,0
P009,R0380,0
P009,R0381,0
P009,R0382,0
P009,R0383,0
P009,R0384,0
P009,R0385,0
P009,R0386,0
P009,R0387,0
P009,R0388,0
P009,R0389,0
P009,R0390,0
P009,R0391,0
P009,R0392,2
P009,R0393,0
P009,R0394,0
P009,R0395,0
P009,R0396,0
P009,R0397,1
P009,R0398,0
P009,R0399,0
P009,R0400,0
P009,R0401,0
P009,R0402,0
P009,R0403,1
P009,R0404,0
P009,R0405,1
P009,R0406,0
P009,R0407,0
P009,R0408,0
P009,R0409,0
P009,R0410,0
P009,R0411,0
P009,R0412,0
P009,R0413,2
P009,R0414,2
P009,R0415,0
P009,R0416,0
P009,R0417,0
P009,R0418,0
P009,R0419,0
P009,R0420,1
P009,R0421,2
P009,R0422,0
P009,R0423,0
P009,R0424,0
P009,R0425,2
P009,R0426,0
P009,R0427,0
P009,R0428,0
P009,R0429,2
P009,R0430,0
P009,R0431,1
P009,R0432,2
P009,R0433,0
P009,R0434,0
P009,R0435,0
P009,R0436,2
P009,R0437,0
P009,R0438,0
P009,R0439,1
P009,R0440,1
P009,R0441,0
P009,R0442,0
P009,R0443,2
P009,R0444,2
P009,R0445,0
P009,R0446,0
P009,R0447,1
P009,R0448,1
P009,R0449,0
P009,R0450,0
P009,R0451,1
P009,R0452,0
P009,R0453,0
P009,R0454,0
P009,R0455,0
P009,R0456,0
P009,R0457,0
P009,R0458,2
P009,R0459,0
P009,R0460,0
P009,R0461,0
P009,R0462,0
P009,R0463,0
P009,R0464,0
P009,R0465,0
P009,R0466,0
P009,R0467,0
P009,R0468,0
P009,R0469,0
P009,R0470,0
P009,R0471,0
P009,R0472,1
P009,R0473,0
P009,R0474,1
P009,R0475,0
P009,R0476,0
P009,R0477,0
P009,R0478,1
P009,R0479,2
P009,R0480,0
P009,R0481,0
P009,R0482,0
P009,R0483,0
P009,R0484,1
P009,R0485,0
P009,R0486,1
P009,R0487,0
P009,R0488,0
P009,R0489,0
P009,R0490,0
P009,R0491,0
P009,R0492,0
P009,R0493,0
P009,R0494,0
P009,R0495,0
P009,R0496,0
P009,R0497,0
P009,R0498,1
P009,R0499,0
P009,R0500,0
P009,R0501,1
P009,R0502,2
P009,R0503,0
P009,R0504,0
P009,R0505,0
P009,R0506,0
P009,R0507,0
P009,R0508,0
P009,R0509,0
P009,R0510,0
P009,R0511,0
P009,R0512,0
P009,R0513,0
P009,R0514,2
P009,R0515,0
P009,R0516,2
P009,R0517,0
P009,R0518,2
P009,R0519,0
P009,R0520,0
P009,R0521,0
P009,R0522,0
P009,R0523,1
P009,R0524,0
P009,R0525,0
P009,R0526,0
P009,R0527,0
P009,R0528,2
P009,R0529,1
P009,R0530,0
P009,R0531,0
P009,R0532,0
P009,R0533,0
P009,R0534,0
P009,R0535,0
P009,R0536,0
P009,R0537,1
P009,R0538,0
P009,R0539,0
P009,R0540,0
P009,R0541,2
P009,R0542,0
P009,R0543,0
P009,R0544,0
P009,R0545,0
P009,R0546,0
P009,R0547,0
P009,R0548,0
P009,R0549,0
P009,R0550,0
P009,R0551,0
P009,R0552,1
P009,R0553,0
P009,R0554,2
P009,R0555,0
P009,R0556,0
P009,R0557,0
P009,R0558,0
P009,R0559,1
P009,R0560,0
P009,R0561,0
P009,R0562,0
P009,R0563,0
P009,R0564,0
P009,R0565,0
P009,R0566,1
P009,R0567,0
P009,R0568,0
P009,R0569,2
P009,R0570,2
P009,R0571,1
P009,R0572,0
P009,R0573,0
P009,R0574,0
P009,R0575,0
P009,R0576,2
P009,R0577,0
P009,R0578,0
P009,R0579,0
P009,R0580,0
P009,R0581,0
P009,R0582,0
P009,R0583,0
P009,R0584,0
P009,R0585,1
P009,R0586,0
P009,R0587,0
P009,R0588,0
P009,R0589,0
P009,R0590,0
P009,R0591,0
P009,R0592,0
P009,R0593,0
P009,R0594,0
P009,R0595,0
P009,R0596,0
P009,R0597,2
P009,R0598,0
P009,R0599,1
P009,R0600,0
P010,R0001,1
P010,R0002,0
P010,R0003,1
P010,R0004,0
P010,R0005,1
P010,R0006,1
P010,R0007,1
P010,R0008,2
P010,R0009,0
P010,R0010,1
P010,R0011,0
P010,R0012,1
P010,R0013,2
P010,R0014,0
P010,R0015,0
P010,R0016,1
P010,R0017,1
P010,R0018,2
P010,R0019,1
P010,R0020,1
P010,R0021,0
P010,R0022,0
P010,R0023,2
P010,R0024,0
P010,R0025,0
P010,R0026,1
P010,R0027,1
P010,R0028,0
P010,R0029,2
P010,R0030,1
P010,R0031,1
P010,R0032,0
P010,R0033,1
P010,R0034,1
P010,R0035,2
P010,R0036,2
P010,R0037,0
P010,R0038,0
P010,R0039,1
P010,R0040,0
P010,R0041,0
P010,R0042,2
P010,R0043,1
P010,R0044,0
P010,R0045,1
P010,R0046,1
P010,R0047,0
P010,R0048,1
P010,R0049,2
P010,R0050,1
P010,R0051,0
P010,R0052,0
P010,R0053,1
P010,R0054,1
P010,R0055,2
P010,R0056,2
P010,R0057,0
P010,R0058,2
P010,R0059,1
P010,R0060,0
P010,R0061,1
P010,R0062,0
P010,R0063,1
P010,R0064,0
P010,R0065,0
P010,R0066,0
P010,R0067,1
P010,R0068,1
P010,R0069,0
P010,R0070,1
P010,R0071,1
P010,R0072,1
P010,R0073,1
P010,R0074,2
P010,R0075,1
P010,R0076,1
P010,R0077,0
P010,R0078,2
P010,R0079,2
P010,R0080,2
P010,R0081,2
P010,R0082,0
P010,R0083,0
P010,R0084,2
P010,R0085,2
P010,R0086,1
P010,R0087,1
P010,R0088,1
P010,R0089,1
P010,R0090,2
P010,R0091,1
P010,R0092,0
P010,R0093,1
P010,R0094,0
P010,R0095,1
P010,R0096,0
P010,R0097,2
P010,R0098,0
P010,R0099,0
P010,R0100,1
P010,R0101,1
P010,R0102,1
P010,R0103,2
P010,R0104,0
P010,R0105,1
P010,R0106,0
P010,R0107,0
P010,R0108,2
P010,R0109,0
P010,R0110,1
P010,R0111,1
P010,R0112,0
P010,R0113,2
P010,R0114,1
P010,R0115,0
P010,R0116,0
P010,R0117,1
P010,R0118,2
P010,R0119,0
P010,R0120,1
P010,R0121,2
P010,R0122,0
P010,R0123,1
P010,R0124,2
P010,R0125,0
P010,R0126,1
P010,R0127,1
P010,R0128,1
P010,R0129,2
P010,R0130,2
P010,R0131,1
P010,R0132,0
P010,R0133,0
P010,R0134,2
P010,R0135,0
P010,R0136,1
P010,R0137,0
P010,R0138,0
P010,R0139,1
P010,R0140,1
P010,R0141,0
P010,R0142,1
P010,R0143,1
P010,R0144,1
P010,R0145,1
P010,R0146,0
P010,R0147,0
P010,R0148,1
P010,R0149,2
P010,R0150,2
P010,R0151,1
P010,R0152,1
P010,R0153,2
P010,R0154,1
P010,R0155,0
P010,R0156,1
P010,R0157,2
P010,R0158,1
P010,R0159,2
P010,R0160,0
P010,R0161,1
P010,R0162,2
P010,R0163,1
P010,R0164,2
P010,R0165,0
P010,R0166,0
P010,R0167,2
P010,R0168,2
P010,R0169,1
P010,R0170,1
P010,R0171,2
P010,R0172,0
P010,R0173,1
P010,R0174,2
P010,R0175,1
P010,R0176,2
P010,R0177,1
P010,R0178,2
P010,R0179,1
P010,R0180,0
P010,R0181,1
P010,R0182,1
P010,R0183,0
P010,R0184,0
P010,R0185,2
P010,R0186,2
P010,R0187,2
P010,R0188,0
P010,R0189,0
P010,R0190,0
P010,R0191,1
P010,R0192,1
P010,R0193,1
P010,R0194,0
P010,R0195,0
P010,R0196,1
P010,R0197,2
P010,R0198,2
P010,R0199,1
P010,R0200,1
P010,R0201,1
P010,R0202,0
P010,R0203,1
P010,R0204,2
P010,R0205,1
P010,R0206,1
P010,R0207,1
P010,R0208,1
P010,R0209,0
P010,R0210,0
P010,R0211,2
P010,R0212,0
P010,R0213,0
P010,R0214,0
P010,R0215,1
P010,R0216,1
P010,R0217,0
P010,R0218,0
P010,R0219,2
P010,R0220,2
P010,R0221,2
P010,R0222,0
P010,R0223,1
P010,R0224,2
P010,R0225,0
P010,R0226,0
P010,R0227,1
P010,R0228,1
P010,R0229,0
P010,R0230,1
P010,R0231,1
P010,R0232,2
P010,R0233,0
P010,R0234,2
P010,R0235,0
P010,R0236,1
P010,R0237,2
P010,R0238,1
P010,R0239,2
P010,R0240,1
P010,R0241,1
P010,R0242,1
P010,R0243,1
P010,R0244,2
P010,R0245,2
P010,R0246,1
P010,R0247,2
P010,R0248,1
P010,R0249,0
P010,R0250,2
P010,R0251,1
P010,R0252,0
P010,R0253,1
P010,R0254,0
P010,R0255,1
P010,R0256,0
P010,R0257,1
P010,R0258,1
P010,R0259,2
P010,R0260,1
P010,R0261,0
P010,R0262,1
P010,R0263,1
P010,R0264,2
P010,R0265,1
P010,R0266,1
P010,R0267,0
P010,R0268,0
P010,R0269,2
P010,R0270,1
P010,R0271,1
P010,R0272,0
P010,R0273,1
P010,R0274,0
P010,R0275,1
P010,R0276,0
P010,R0277,0
P010,R0278,2
P010,R0279,1
P010,R0280,0
P010,R0281,1
P010,R0282,1
P010,R0283,1
P010,R0284,1
P010,R0285,0
P010,R0286,0
P010,R0287,1
P010,R0288,2
P010,R0289,1
P010,R0290,2
P010,R0291,1
P010,R0292,1
P010,R0293,0
P010,R0294,2
P010,R0295,0
P010,R0296,0
P010,R0297,1
P010,R0298,1
P010,R0299,2
P010,R0300,1
P010,R0301,0
P010,R0302,1
P010,R0303,1
P010,R0304,1
P010,R0305,2
P010,R0306,1
P010,R0307,2
P010,R0308,0
P010,R0309,1
P010,R0310,1
P010,R0311,1
P010,R0312,0
P010,R0313,1
P010,R0314,0
P010,R0315,2
P010,R0316,0
P010,R0317,0
P010,R0318,0
P010,R0319,0
P010,R0320,1
P010,R0321,2
P010,R0322,2
P010,R0323,2
P010,R0324,1
P010,R0325,2
P010,R0326,0
P010,R0327,2
P010,R0328,2
P010,R0329,2
P010,R0330,0
P010,R0331,0
P010,R0332,1
P010,R0333,1
P010,R0334,2
P010,R0335,1
P010,R0336,1
P010,R0337,1
P010,R0338,2
P010,R0339,1
P010,R0340,1
P010,R0341,2
P010,R0342,1
P010,R0343,0
P010,R0344,0
P010,R0345,0
P010,R0346,0
P010,R0347,0
P010,R0348,1
P010,R0349,0
P010,R0350,2
P010,R0351,1
P010,R0352,2
P010,R0353,2
P010,R0354,2
P010,R0355,1
P010,R0356,2
P010,R0357,1
P010,R0358,1
P010,R0359,1
P010,R0360,2
P010,R0361,0
P010,R0362,1
P010,R0363,0
P010,R0364,0
P010,R0365,1
P010,R0366,0
P010,R0367,1
P010,R0368,1
P010,R0369,1
P010,R0370,1
P010,R0371,0
P010,R0372,1
P010,R0373,2
P010,R0374,0
P010,R0375,0
P010,R0376,1
P010,R0377,0
P010,R0378,1
P010,R0379,0
P010,R0380,1
P010,R0381,0
P010,R0382,0
P010,R0383,1
P010,R0384,1
P010,R0385,0
P010,R0386,1
P010,R0387,2
P010,R0388,0
P010,R0389,2
P010,R0390,2
P010,R0391,0
P010,R0392,1
P010,R0393,2
P010,R0394,0
P010,R0395,0
P010,R0396,1
P010,R0397,2
P010,R0398,2
P010,R0399,1
P010,R0400,0
P010,R0401,1
P010,R0402,0
P010,R0403,1
P010,R0404,2
P010,R0405,1
P010,R0406,0
P010,R0407,1
P010,R0408,0
P010,R0409,0
P010,R0410,0
P010,R0411,1
P010,R0412,1
P010,R0413,1
P010,R0414,1
P010,R0415,0
P010,R0416,0
P010,R0417,1
P010,R0418,0
P010,R0419,2
P010,R0420,1
P010,R0421,1
P010,R0422,1
P010,R0423,2
P010,R0424,0
P010,R0425,2
P010,R0426,2
P010,R0427,2
P010,R0428,0
P010,R0429,2
P010,R0430,1
P010,R0431,1
P010,R0432,1
P010,R0433,0
P010,R0434,0
P010,R0435,1
P010,R0436,2
P010,R0437,1
P010,R0438,2
P010,R0439,2
P010,R0440,1
P010,R0441,0
P010,R0442,2
P010,R0443,1
P010,R0444,2
P010,R0445,1
P010,R0446,1
P010,R0447,1
P010,R0448,2
P010,R0449,1
P010,R0450,2
P010,R0451,1
P010,R0452,0
P010,R0453,0
P010,R0454,0
P010,R0455,0
P010,R0456,1
P010,R0457,1
P010,R0458,2
P010,R0459,2
P010,R0460,0
P010,R0461,1
P010,R0462,2
P010,R0463,0
P010,R0464,0
P010,R0465,2
P010,R0466,0
P010,R0467,1
P010,R0468,2
P010,R0469,1
P010,R0470,2
P010,R0471,1
P010,R0472,2
P010,R0473,0
P010,R0474,1
P010,R0475,2
P010,R0476,2
P010,R0477,2
P010,R0478,2
P010,R0479,1
P010,R0480,0
P010,R0481,2
P010,R0482,0
P010,R0483,1
P010,R0484,1
P010,R0485,1
P010,R0486,2
P010,R0487,1
P010,R0488,0
P010,R0489,0
P010,R0490,0
P010,R0491,1
P010,R0492,0
P010,R0493,0
P010,R0494,0
P010,R0495,1
P010,R0496,0
P010,R0497,0
P010,R0498,2
P010,R0499,0
P010,R0500,0
P010,R0501,1
P010,R0502,1
P010,R0503,0
P010,R0504,0
P010,R0505,2
P010,R0506,2
P010,R0507,2
P010,R0508,0
P010,R0509,1
P010,R0510,0
P010,R0511,1
P010,R0512,0
P010,R0513,2
P010,R0514,1
P010,R0515,0
P010,R0516,1
P010,R0517,0
P010,R0518,1
P010,R0519,0
P010,R0520,1
P010,R0521,0
P010,R0522,0
P010,R0523,1
P010,R0524,0
P010,R0525,0
P010,R0526,0
P010,R0527,1
P010,R0528,1
P010,R0529,1
P010,R0530,0
P010,R0531,1
P010,R0532,1
P010,R0533,1
P010,R0534,1
P010,R0535,1
P010,R0536,0
P010,R0537,1
P010,R0538,0
P010,R0539,2
P010,R0540,2
P010,R0541,2
P010,R0542,1
P010,R0543,1
P010,R0544,0
P010,R0545,2
P010,R0546,2
P010,R0547,1
P010,R0548,0
P010,R0549,2
P010,R0550,2
P010,R0551,0
P010,R0552,1
P010,R0553,0
P010,R0554,2
P010,R0555,1
P010,R0556,1
P010,R0557,0
P010,R0558,1
P010,R0559,1
