model,profile_id,precision_at_5,recall_at_5,ndcg_at_5,mean_relevance_at_5,intra_list_diversity_at_5,topic_diversity_at_5,format_diversity_at_5,provider_diversity_at_5,constraint_satisfaction_rate,knowledge_gap_coverage,average_popularity,long_tail_exposure,catalog_coverage
responsible,P042,1.0,0.028089887640449437,1.0,2.0,0.7110766040396104,0.3,0.8,1.0,1.0,1.0,0.398,0.6,0.38666666666666666
responsible,P043,1.0,0.008333333333333333,1.0,2.0,0.6734347858805776,0.3,0.8,0.8,1.0,1.0,0.338,0.8,0.38666666666666666
responsible,P044,1.0,0.012077294685990338,1.0,2.0,0.6409013349276844,0.3,0.8,0.8,1.0,1.0,0.44980000000000003,0.4,0.38666666666666666
responsible,P045,1.0,0.012437810945273632,1.0,2.0,0.7130640663026837,0.4,0.8,1.0,1.0,1.0,0.49899999999999994,0.6,0.38666666666666666
responsible,P046,1.0,0.008333333333333333,1.0,2.0,0.5780136227404462,0.3,0.8,1.0,1.0,1.0,0.4800000000000001,0.4,0.38666666666666666
responsible,P047,1.0,0.018726591760299626,1.0,2.0,0.8334512412112695,0.5,0.6,1.0,1.0,1.0,0.5442,0.2,0.38666666666666666
responsible,P048,1.0,0.012077294685990338,1.0,2.0,0.4450177776265226,0.2,0.8,0.8,1.0,1.0,0.5704,0.0,0.38666666666666666
responsible,P049,1.0,0.02242152466367713,1.0,2.0,0.7044854205361913,0.3,0.6,1.0,1.0,1.0,0.6808000000000001,0.0,0.38666666666666666
responsible,P050,1.0,0.008333333333333333,1.0,2.0,0.64656500454049,0.6,0.6,0.8,1.0,1.0,0.47680000000000006,0.4,0.38666666666666666
responsible,P051,1.0,0.016891891891891893,1.0,2.0,0.6110343919385837,0.3,0.6,0.8,1.0,1.0,0.43499999999999994,0.4,0.38666666666666666
responsible,P052,1.0,0.012077294685990338,1.0,2.0,0.6095565320767071,0.3,0.6,0.8,1.0,1.0,0.5025999999999999,0.4,0.38666666666666666
responsible,P053,1.0,0.008333333333333333,1.0,2.0,0.5846264253843737,0.6,0.8,0.8,1.0,1.0,0.4917999999999999,0.4,0.38666666666666666
responsible,P054,1.0,0.008333333333333333,0.9125299483251055,1.8,0.6499548610761376,0.3,0.8,1.0,1.0,1.0,0.4725999999999999,0.4,0.38666666666666666
responsible,P055,1.0,0.012437810945273632,1.0,2.0,0.5929739813508388,0.2,0.8,0.8,1.0,1.0,0.4162,0.6,0.38666666666666666
responsible,P056,1.0,0.017421602787456445,1.0,2.0,0.7208897884130625,0.3,0.6,1.0,1.0,1.0,0.483,0.6,0.38666666666666666
responsible,P057,1.0,0.012077294685990338,1.0,2.0,0.7827101958924925,0.4,0.8,1.0,1.0,1.0,0.4532,0.6,0.38666666666666666
responsible,P058,1.0,0.008333333333333333,1.0,2.0,0.719953440311041,0.4,0.8,0.8,1.0,1.0,0.43760000000000004,0.4,0.38666666666666666
responsible,P059,1.0,0.008333333333333333,1.0,2.0,0.7165447083606343,0.3,0.8,1.0,1.0,1.0,0.43500000000000005,0.4,0.38666666666666666
responsible,P060,1.0,0.008333333333333333,1.0,2.0,0.5675959193386363,0.2,0.6,1.0,1.0,1.0,0.5227999999999999,0.2,0.38666666666666666
responsible,P061,1.0,0.008547008547008548,1.0,2.0,0.642926644154237,0.2,0.8,0.8,1.0,1.0,0.207,1.0,0.38666666666666666
responsible,P062,1.0,0.008547008547008548,1.0,2.0,0.6259463307132845,0.3,0.8,0.8,1.0,1.0,0.46579999999999994,0.4,0.38666666666666666
responsible,P063,1.0,0.0176678445229682,1.0,2.0,0.7316466564751934,0.4,0.8,0.8,1.0,1.0,0.6844,0.0,0.38666666666666666
responsible,P064,1.0,0.012077294685990338,1.0,2.0,0.6955915632560091,0.4,0.8,1.0,1.0,1.0,0.55,0.4,0.38666666666666666
responsible,P065,1.0,0.02066115702479339,1.0,2.0,0.7118704741773706,0.3,0.8,1.0,1.0,1.0,0.4906,0.4,0.38666666666666666
responsible,P066,1.0,0.012077294685990338,1.0,2.0,0.7111426827896288,0.3,1.0,1.0,1.0,1.0,0.4716,0.4,0.38666666666666666
responsible,P067,1.0,0.008547008547008548,1.0,2.0,0.5164018871815721,0.2,0.8,0.8,1.0,1.0,0.4736000000000001,0.4,0.38666666666666666
responsible,P068,1.0,0.07246376811594203,1.0,2.0,0.5679334765044214,0.4,0.8,0.8,1.0,1.0,0.3832,0.8,0.38666666666666666
responsible,P069,1.0,0.008333333333333333,1.0,2.0,0.6246384263809737,0.3,0.8,0.6,1.0,1.0,0.4298,0.4,0.38666666666666666
responsible,P070,1.0,0.012077294685990338,0.8573424901769816,1.8,0.6795119734154954,0.4,0.8,1.0,1.0,1.0,0.533,0.4,0.38666666666666666
responsible,P071,1.0,0.008333333333333333,1.0,2.0,0.7064348650687322,0.4,0.8,1.0,1.0,1.0,0.5252000000000001,0.2,0.38666666666666666
responsible,P072,1.0,0.008547008547008548,1.0,2.0,0.6240002946997167,0.2,0.4,1.0,1.0,1.0,0.39560000000000006,0.8,0.38666666666666666
